nohup: ignoring input
Epoch: 1

Validation:   0%|          | 0/44 [00:00<?, ?it/s]
Validation:   0%|          | 0/44 [00:47<?, ?it/s, Loss: 1.17676]
Validation:   2%|▏         | 1/44 [00:47<34:12, 47.73s/it, Loss: 1.17676]
Validation:  93%|█████████▎| 41/44 [20:02<02:02, 40.75s/it, Loss: 0.73438]
Validation:  95%|█████████▌| 42/44 [20:02<01:23, 41.82s/it, Loss: 0.73438]
Validation:  95%|█████████▌| 42/44 [20:46<01:23, 41.82s/it, Loss: 0.83301]
Validation:  98%|█████████▊| 43/44 [20:46<00:42, 42.38s/it, Loss: 0.83301]
Validation:  98%|█████████▊| 43/44 [21:29<00:42, 42.38s/it, Loss: 0.56348]
Validation: 100%|██████████| 44/44 [21:29<00:00, 42.54s/it, Loss: 0.56348]
Validation: 100%|██████████| 44/44 [22:12<00:00, 42.54s/it, Loss: 0.74512]
Validation: 45it [22:12, 42.90s/it, Loss: 0.74512]                        
Validation: 46it [23:00, 42.90s/it, Loss: 0.54004]
Validation: 47it [23:00, 34.23s/it, Loss: 0.54004]
Validation: 47it [23:54, 34.23s/it, Loss: 0.96680]
Validation: 48it [23:54, 38.98s/it, Loss: 0.96680]
Validation: 48it [24:47, 38.98s/it, Loss: 0.73242]
Validation: 49it [24:47, 42.63s/it, Loss: 0.73242]
Validation: 49it [25:42, 42.63s/it, Loss: 0.89844]
Validation: 50it [25:42, 46.11s/it, Loss: 0.89844]
Validation: 50it [26:35, 46.11s/it, Loss: 0.69434]
Validation: 51it [26:35, 47.94s/it, Loss: 0.69434]
Validation: 51it [27:29, 47.94s/it, Loss: 0.75391]
Validation: 52it [27:29, 49.69s/it, Loss: 0.75391]
Validation: 52it [28:23, 49.69s/it, Loss: 0.58887]
Validation: 53it [28:23, 50.83s/it, Loss: 0.58887]
Validation: 100%|██████████| 44/44 [28:23<00:00, 38.71s/it, Loss: 0.58887]
Validation Loss: 0.78577
Epoch: 4

Validation:   0%|          | 0/44 [00:00<?, ?it/s]
Validation:   0%|          | 0/44 [00:55<?, ?it/s, Loss: 1.17676]
Validation:   2%|▏         | 1/44 [00:55<39:53, 55.66s/it, Loss: 1.17676]
Validation:   5%|▍         | 2/44 [01:50<38:57, 55.66s/it, Loss: 0.98926]
Validation:   7%|▋         | 3/44 [01:50<23:45, 34.76s/it, Loss: 0.98926]
Validation:   9%|▉         | 4/44 [02:45<23:10, 34.76s/it, Loss: 0.88477]
Validation:  11%|█▏        | 5/44 [02:45<20:06, 30.93s/it, Loss: 0.88477]
Validation:  11%|█▏        | 5/44 [03:39<20:06, 30.93s/it, Loss: 0.88818]
Validation:  14%|█▎        | 6/44 [03:39<23:36, 37.28s/it, Loss: 0.88818]
Validation:  16%|█▌        | 7/44 [04:35<22:59, 37.28s/it, Loss: 0.85400]
Validation:  18%|█▊        | 8/44 [04:35<19:56, 33.23s/it, Loss: 0.85400]
Validation:  18%|█▊        | 8/44 [05:30<19:56, 33.23s/it, Loss: 0.71289]
Validation:  20%|██        | 9/44 [05:30<22:24, 38.40s/it, Loss: 0.71289]
Validation:  20%|██        | 9/44 [06:23<22:24, 38.40s/it, Loss: 1.12109]
Validation:  23%|██▎       | 10/44 [06:23<23:52, 42.13s/it, Loss: 1.12109]
Validation:  25%|██▌       | 11/44 [06:24<17:02, 30.99s/it, Loss: 1.12109]
Validation:  25%|██▌       | 11/44 [07:20<17:02, 30.99s/it, Loss: 0.92480]
Validation:  27%|██▋       | 12/44 [07:20<20:19, 38.10s/it, Loss: 0.92480]
Validation:  27%|██▋       | 12/44 [08:15<20:19, 38.10s/it, Loss: 0.97998]
Validation:  30%|██▉       | 13/44 [08:15<22:01, 42.64s/it, Loss: 0.97998]
Validation:  30%|██▉       | 13/44 [09:10<22:01, 42.64s/it, Loss: 1.10547]
Validation:  32%|███▏      | 14/44 [09:10<23:09, 46.33s/it, Loss: 1.10547]
Validation:  32%|███▏      | 14/44 [10:04<23:09, 46.33s/it, Loss: 0.69971]
Validation:  34%|███▍      | 15/44 [10:04<23:26, 48.50s/it, Loss: 0.69971]
Validation:  34%|███▍      | 15/44 [10:58<23:26, 48.50s/it, Loss: 1.01562]
Validation:  36%|███▋      | 16/44 [10:58<23:20, 50.01s/it, Loss: 1.01562]
Validation:  39%|███▊      | 17/44 [11:51<22:30, 50.01s/it, Loss: 0.75781]
Validation:  41%|████      | 18/44 [11:51<17:04, 39.41s/it, Loss: 0.75781]
Validation:  41%|████      | 18/44 [12:45<17:04, 39.41s/it, Loss: 1.00879]
Validation:  43%|████▎     | 19/44 [12:45<17:56, 43.06s/it, Loss: 1.00879]
Validation:  43%|████▎     | 19/44 [13:39<17:56, 43.06s/it, Loss: 0.85254]
Validation:  45%|████▌     | 20/44 [13:39<18:16, 45.70s/it, Loss: 0.85254]
Validation:  45%|████▌     | 20/44 [14:32<18:16, 45.70s/it, Loss: 1.04199]
Validation:  48%|████▊     | 21/44 [14:32<18:19, 47.82s/it, Loss: 1.04199]
Validation:  48%|████▊     | 21/44 [15:25<18:19, 47.82s/it, Loss: 1.13672]
Validation:  50%|█████     | 22/44 [15:25<18:03, 49.26s/it, Loss: 1.13672]
Validation:  52%|█████▏    | 23/44 [16:19<17:14, 49.26s/it, Loss: 0.62402]
Validation:  55%|█████▍    | 24/44 [16:19<13:07, 39.38s/it, Loss: 0.62402]
Validation:  55%|█████▍    | 24/44 [17:14<13:07, 39.38s/it, Loss: 0.56641]
